id,created_at,original_text,neg,neu,pos,compound
ID012467,2020-08-31,lawsuit alleges series failings government canada revenue agency allowed cyberat,0.389,0.611,0.0,-0.6249
ID012468,2020-08-31,nomatternews surabees joebiden realdonaldtrump havent heard cdc report 94 cov,0.0,1.0,0.0,0.0
ID012469,2020-08-31,brings wh herd immunity supporter 2 reopen schools ease covid19 rules,0.0,0.635,0.365,0.5574
ID012470,2020-08-31,working solidarity defeat committed,0.361,0.12,0.518,0.0772
ID012471,2020-08-31,offcampus housing covid19 protocols umass amherst,0.0,1.0,0.0,0.0
ID012472,2020-08-31,wondering humans patent viruses article mcgilloss,0.0,1.0,0.0,0.0
ID012473,2020-08-31,england coronavirus covid19 trends based 7day moving average cases persons positive deaths hospital,0.0,0.769,0.231,0.5574
ID012474,2020-08-31,report federal centers disease control prevention 94 percent,0.0,1.0,0.0,0.0
ID012475,2020-08-31,angedawetweets stringercbrh expressing concerns teachers teachers voice concern,0.0,1.0,0.0,0.0
ID012476,2020-08-31,late sunday illinois 1492 covid19 patients hospital,0.0,1.0,0.0,0.0
ID012477,2020-08-31,revealed measure britains response pandemic woeful britain tory,0.293,0.707,0.0,-0.4404
ID012478,2020-08-31,link executive order,0.0,1.0,0.0,0.0
ID012479,2020-08-31,public health experts university students campus covid19 outbreak,0.0,1.0,0.0,0.0
ID012480,2020-08-31,unexpected health insurance profits covid19 crisis jamahealthforum jamanetwork,0.315,0.462,0.223,-0.296
ID012481,2020-08-31,article published law360 attorney matthew pisciotta discusses future shopping malls post,0.0,1.0,0.0,0.0
ID012482,2020-08-31,mariners games postponed pregame news today,0.265,0.735,0.0,-0.2023
ID012483,2020-08-31,heartbroken 50 yo man honduras detained joe corley processing center tx died hospital tes,0.459,0.433,0.108,-0.8442
ID012484,2020-08-31,15 people 15 couple days close 6 months 6,0.0,1.0,0.0,0.0
ID012485,2020-08-31,celtic scotland great davie provan struggling cope ended career 29 winger post,0.166,0.592,0.243,0.3182
ID012486,2020-08-31,thehill facts facts cdc link cdc silently updated numbers week,0.0,1.0,0.0,0.0
ID012487,2020-08-31,kffs polling weve hearing 6 months covid19 pandemic pushing america men,0.0,1.0,0.0,0.0
ID012488,2020-08-31,table 3 types health conditions contributing mentioned conjunction deaths involving coro,0.0,1.0,0.0,0.0
ID012489,2020-08-31,called covid20 feels stigmatising 2019 perfectly good year,0.0,0.458,0.542,0.7964
ID012490,2020-08-31,abdulrehman12f redmiindia covid19 china buffoons allweather ally pakistan sending underwear masks,0.0,1.0,0.0,0.0
ID012491,2020-08-31,dailypostngr asuu dont resume work covid19 nigeria normal malaria living,0.0,1.0,0.0,0.0
ID012492,2020-08-31,covid19 strong vmas boring reach kiaaaaaa,0.237,0.309,0.454,0.2732
ID012493,2020-08-31,latest white house coronavirus task force report iowa department public health iowa,0.0,1.0,0.0,0.0
ID012494,2020-08-31,rpodefender admiralquality dpakman 4500 tyson workers infected industry execs blame workers outbreak,0.359,0.641,0.0,-0.6808
ID012495,2020-08-31,youth innovative day day time capitalize potential hey cs magoha,0.0,0.756,0.244,0.4404
ID012496,2020-08-31,beware strikes cuomo sends swat team suny oneonta,0.263,0.737,0.0,-0.3612
ID012497,2020-08-31,repbera senkamalaharris senfeinstein relief wait live event businesses organizations continue expe,0.0,0.763,0.237,0.4767
ID012498,2020-08-31,cases august 30 2020 14 countries 2000 cases source,0.0,1.0,0.0,0.0
ID012499,2020-08-31,death jimmy hoffa ruled caused covid19 breaking story,0.358,0.642,0.0,-0.5994
ID012500,2020-08-31,ministry health social services investigating complaint mother baby die covid,0.433,0.567,0.0,-0.7269
ID012501,2020-08-31,glad mark mothersbaugh,0.0,0.4,0.6,0.4588
ID012502,2020-08-31,safeguard elderly amp crisis governments strengthen health amp,0.293,0.357,0.35,-0.0516
ID012503,2020-08-31,nycs restaurant industry survive covid19,0.0,1.0,0.0,0.0
ID012504,2020-08-31,prevented role nfl covid19 restrictions ryan shazier missed steelers,0.214,0.68,0.107,-0.2732
ID012505,2020-08-31,15 days slow spread turned small businesses extinct dont vaccine,0.0,1.0,0.0,0.0
ID012506,2020-08-31,glad usaid bringing version predict program track viral diseases covid19 called,0.0,0.769,0.231,0.4588
ID012507,2020-08-31,official regional distributor middle east amp africa pushing winterplex influenza pandemics occur withou,0.0,1.0,0.0,0.0
ID012508,2020-08-31,ldics countries gates secure vaccine supplies needy countries plan expand global acce,0.149,0.559,0.292,0.3182
ID012509,2020-08-31,expats renounce citizenship fast fed president donald trump finally despa,0.0,1.0,0.0,0.0
ID012510,2020-08-31,iowa athletics shuts surge covid19 positives 93 positives iowa sports sidelined af,0.0,0.595,0.405,0.7783
ID012511,2020-08-31,wouldve colneblues festival weekend alas cancelled amp sadly missed 29 30,0.497,0.328,0.175,-0.5994
ID012512,2020-08-31,latest covid19 figures hospital pressure remains olivepress,0.268,0.732,0.0,-0.296
ID012513,2020-08-31,replace creative ideas sparked random encounters demonstrate employees loyalty,0.0,0.522,0.478,0.7506
ID012514,2020-08-31,university iowa reports 500 covid cases students faculty online classes pressci,0.0,1.0,0.0,0.0
ID012515,2020-08-31,long condition lasts weeks months amp characterized constellation symptoms varies bmj,0.0,1.0,0.0,0.0
ID012516,2020-08-31,mouth almighty surely covid 19 meant older people include,0.0,0.734,0.266,0.4404
ID012517,2020-08-31,pelvisbreastly wavynews searched medical codes mv accidents data set codes,0.204,0.796,0.0,-0.3182
ID012518,2020-08-31,today international overdose awareness day lives lost kwa,0.247,0.753,0.0,-0.3182
ID012519,2020-08-31,scott atlas radiologist recruited trump downplaying pandemic fox pushing herd,0.0,1.0,0.0,0.0
ID012520,2020-08-31,read news story months tx health officials hundreds deaths official covid19 death count aft,0.212,0.652,0.136,-0.34
ID012521,2020-08-31,jjinnc elcapitancarol realericcarmen report comorbidities,0.0,1.0,0.0,0.0
ID012522,2020-08-31,dloesch meant covid19 lives year year 100 years fact check true brilliant,0.0,0.602,0.398,0.765
ID012523,2020-08-31,americans increasingly radicalized online succumbing qanon experts digital cult revolving ar,0.0,1.0,0.0,0.0
ID012524,2020-08-31,hamburgs nithview initially heat protocols start pandemic single,0.0,1.0,0.0,0.0
ID012525,2020-08-31,researchers rowanuniversity discovered shrinking ce,0.0,1.0,0.0,0.0
ID012526,2020-08-31,motherjones davidcorndc aware evidence repeatedly doesnt care informati,0.273,0.727,0.0,-0.3875
ID012527,2020-08-31,racism cops killing americans thomhartmann discusses report propublica highlights blac,0.515,0.485,0.0,-0.8591
ID012528,2020-08-31,true committed contributing positively aiken community years coowners,0.0,0.376,0.624,0.8074
ID012529,2020-08-31,t2 biosystems fda emergency authorization covid19 test 1615 ttoo t2 read,0.206,0.794,0.0,-0.3818
ID012530,2020-08-31,literature journal clinical medicine antimicrobial stewardship program covid19 infection,0.0,1.0,0.0,0.0
ID012531,2020-08-31,zunguzungu mtsw tweet essentially recap bidens speech morning,0.0,1.0,0.0,0.0
ID012532,2020-08-31,cdc report 94 covid19 deaths contributing conditions,0.0,1.0,0.0,0.0
ID012533,2020-08-31,asked goal 5 years nigga black man america racist president covi,0.308,0.692,0.0,-0.6124
ID012534,2020-08-31,catturd2 man covid1919 strong covid2019 2020 year covid19 cases tr,0.0,0.732,0.268,0.5106
ID012535,2020-08-31,high proportion covid19 infections healthcare personnel undetected,0.0,1.0,0.0,0.0
ID012536,2020-08-31,coronavirus lungs heart suffer,0.538,0.462,0.0,-0.5423
ID012537,2020-08-31,covid trouble iowa places polk story johnson linn counties officials complained,0.375,0.625,0.0,-0.6597
ID012538,2020-08-31,science scripture baltimore pastor fighting covid19 vaccine skepticism statnews,0.391,0.609,0.0,-0.5423
ID012539,2020-08-31,covid19 deaths disproportionately people read adis press release targeted,0.0,1.0,0.0,0.0
ID012540,2020-08-31,cooper expected ease covid19 restrictions nc,0.0,0.667,0.333,0.3612
ID012541,2020-08-31,t2 biosystems fda emergency authorization covid19 test ttoo,0.271,0.729,0.0,-0.3818
ID012542,2020-08-31,chereella celliottability foi responses 11 institutions canada nz australia england searched,0.0,1.0,0.0,0.0
ID012543,2020-08-31,hospitalization monterey county jail covid19 case,0.0,1.0,0.0,0.0
ID012544,2020-08-31,looked behold pale horse sat death hell,0.63,0.37,0.0,-0.8591
ID012545,2020-08-31,donald trumps america cases deaths trump,0.0,1.0,0.0,0.0
ID012546,2020-08-31,people surveyed experienced sleep difficulties covid19 individuals reporte,0.239,0.761,0.0,-0.296
ID012547,2020-08-31,cdc 94 covid19 deaths underlying medical conditions,0.0,1.0,0.0,0.0
ID012548,2020-08-31,elysekirstyn fresh start resume job hustle internsh,0.0,0.723,0.277,0.3182
ID012549,2020-08-31,lynn22916316 thequantumshade donwinslow trumplandslide realdonaldtrump vp gop coronavirus death,0.328,0.672,0.0,-0.5994
ID012550,2020-08-31,covid19 totals 311 pm infections 6200744 death 187558 salon cnn politico nytimes mariateresa1,0.245,0.755,0.0,-0.5994
ID012551,2020-08-31,confirmed cases covid19 reported high schools quebec city,0.0,1.0,0.0,0.0
ID012552,2020-08-31,straight cdc website played 6 deaths covid19 mentioned,0.0,0.538,0.462,0.5106
ID012553,2020-08-31,study led university utah geographers published effort conduct daily surveillance emergin,0.0,1.0,0.0,0.0
ID012554,2020-08-31,grandfather passed covid19 support family helps,0.0,0.43,0.57,0.6486
ID012555,2020-08-31,covid19 electricity relief program deadline today 831 day enroll covid19 electricity relief program,0.0,0.64,0.36,0.7351
ID012556,2020-08-31,chico nixes inperson classes orders students dorms covid19 outbreak,0.0,1.0,0.0,0.0
ID012557,2020-08-31,living campus year resident assistants tasked,0.0,1.0,0.0,0.0
ID012558,2020-08-31,report unicef estimates worlds schoolchildren lack technology access remote,0.223,0.777,0.0,-0.3182
ID012559,2020-08-31,inperson classes began monday aug 24 iowa athletics tested 1745 people department,0.0,1.0,0.0,0.0
ID012560,2020-08-31,salux beauty cloth number 1 exfoliate cloth usa dont buy ebay amazon,0.104,0.547,0.349,0.5547
ID012561,2020-08-31,tips support employees covid19,0.0,0.526,0.474,0.4019
ID012562,2020-08-31,pregnancy video discussing risk developing infection pregnancy pos,0.231,0.769,0.0,-0.2732
ID012563,2020-08-31,shrinks 239 apriljune decades construction manufacturing mining,0.0,1.0,0.0,0.0
ID012564,2020-08-31,ascds conversation douglasreeves grading covid19 cliffs notes pandemic gradinge,0.0,1.0,0.0,0.0
ID012565,2020-08-31,donny van beek wanted madrid unexpected emergence valverde financial impacts covi,0.0,1.0,0.0,0.0
ID012566,2020-08-31,24 hours maharashtra recorded 11852 cases 184 lost lives 11158,0.204,0.796,0.0,-0.3182
ID012567,2020-08-31,early umbcs baseline covid19 testing faculty staff students approved campus,0.0,0.763,0.237,0.4215
ID012568,2020-08-31,judas billionaire jb pritzker,0.0,1.0,0.0,0.0
ID012569,2020-08-31,wednesday theycrh presents coping covid19 family program packed amazing speakers,0.0,0.703,0.297,0.5859
ID012570,2020-08-31,data expert justinhart explains test 1650 people yield 33 false positives,0.0,0.746,0.254,0.5267
ID012571,2020-08-31,shocker outbreaks occur public health safety guidelines,0.17,0.532,0.298,0.296
ID012572,2020-08-31,usa today qanon radicalizing americans election,0.0,1.0,0.0,0.0
ID012573,2020-08-31,somalia busy issuing sentences kenya authorities busy teargassing arresting,0.0,0.87,0.13,0.0516
ID012574,2020-08-31,dear joebiden case handlers didnt,0.0,0.606,0.394,0.3818
ID012575,2020-08-31,months complete eradication western scientific cultural ethos 3000 year,0.0,1.0,0.0,0.0
ID012576,2020-08-31,joebiden suppose trump covid19 created racism joe 50 years,0.313,0.534,0.153,-0.4767
ID012577,2020-08-31,eagles owner jeffrey lurie slams united leadership covid19 response yahoo,0.0,0.763,0.237,0.4215
ID012578,2020-08-31,trumps internal polls covid19 trump acting defense,0.0,0.8,0.2,0.128
ID012579,2020-08-31,canada vaccine arrangements 1 moderna 2 pfizer 3 novavax 4 johnson amp johnson canada pote,0.0,1.0,0.0,0.0
ID012580,2020-08-31,teamtrump guess signing autograph disaster spreading covid19 rallies,0.369,0.631,0.0,-0.6249
ID012581,2020-08-31,,0.0,0.0,0.0,0.0
ID012582,2020-08-31,oyedepo lay bare hands covid19 patients black americans adele africans,0.0,1.0,0.0,0.0
ID012583,2020-08-31,san marcos mayor rebeccaj516 newsom unattainable unachievable goals prevent businesses resuming,0.0,0.901,0.099,0.0258
ID012584,2020-08-31,county weeks average covid19 case day 100000 residents,0.0,1.0,0.0,0.0
ID012585,2020-08-31,defund social security trumps good buddy republican senator john cornyn trumps big plan defund social,0.0,0.71,0.29,0.6486
ID012586,2020-08-31,breaking asmariners series postponed wednesday abundance caution po,0.474,0.526,0.0,-0.6597
ID012587,2020-08-31,thinking high schools 15class designated boards doingsam,0.0,1.0,0.0,0.0
ID012588,2020-08-31,misguided campaign funded melinda gatesis emblematic todays chauvinistic feminism men dyi,0.0,1.0,0.0,0.0
ID012589,2020-08-31,mrmoeothman covid 19 start project blue beam mind fuck,0.304,0.696,0.0,-0.5423
ID012590,2020-08-31,yorkdales joey restaurant employee tested positive covid19,0.0,0.625,0.375,0.5574
ID012591,2020-08-31,,0.0,0.0,0.0,0.0
ID012592,2020-08-31,realericcarmen positive learn virus covered,0.0,0.526,0.474,0.5574
ID012593,2020-08-31,love love love article pe pandemic times pe taught safely,0.0,0.275,0.725,0.9501
ID012594,2020-08-31,whoa duped 6 deaths rest contributing medical,0.359,0.641,0.0,-0.4215
ID012595,2020-08-31,undocumented people health insurance struggle hard covid19,0.425,0.575,0.0,-0.4019
ID012596,2020-08-31,black hispanic people higher hospitalization rates white counterparts data,0.0,1.0,0.0,0.0
ID012597,2020-08-31,tamu covid19 start suspending students hosting parties,0.0,0.69,0.31,0.4019
ID012598,2020-08-31,americans jg wentworth feds money,0.0,1.0,0.0,0.0
ID012599,2020-08-31,appreciated catching safoodbanks eric cooper covid19 response recovery efforts stat,0.0,0.732,0.268,0.5106
ID012600,2020-08-31,senschumer august 29th chucky schumer crybaby remaining members congress stil,0.0,1.0,0.0,0.0
ID012601,2020-08-31,97300 people died 410 cities checkered 31 provinces,0.34,0.66,0.0,-0.5574
ID012602,2020-08-31,experienced financial hardship reduced hours job loss challenges result,0.387,0.504,0.109,-0.5106
ID012603,2020-08-31,halltheway89 335 deathcondition respiratory failure ultimately caused stress covid19,0.466,0.534,0.0,-0.7269
ID012604,2020-08-31,paradise written jim bates wife sitting living room reading frequent breaks,0.0,0.704,0.296,0.6369
ID012605,2020-08-31,eagles owner jeffrey lurie slams united leadership covid19 response mellee6201 elle,0.0,0.781,0.219,0.4215
ID012606,2020-08-31,joebiden working age people 001 chance dying covid19 75000,0.0,0.8,0.2,0.25
ID012607,2020-08-31,stevenmaviglio californians struggle ends meet willingly watch seniors veterans,0.223,0.777,0.0,-0.3182
ID012608,2020-08-31,vir glaxosmithkline pivotal study covid19 antibody drug,0.0,1.0,0.0,0.0
ID012609,2020-08-31,jungkookgcmx donation jeon jungkooks unicef mxico supporting po,0.288,0.48,0.232,-0.1779
ID012610,2020-08-31,worked 5 days person test positive covid19 positivity rate 6 dropping,0.0,0.504,0.496,0.7845
ID012611,2020-08-31,authorconfusion inconceivable talk people thought intellectual,0.0,0.602,0.398,0.5106
ID012612,2020-08-31,spartacus 65 yr male husky covid19 rules place live hours drive rugby warwicks,0.0,1.0,0.0,0.0
ID012613,2020-08-31,loyal lars listener attention rioters covid 19 work destroy property,0.24,0.548,0.212,-0.1027
ID012614,2020-08-31,editorial crisis ct worse stamadvocate,0.706,0.294,0.0,-0.802
ID012615,2020-08-31,family prepared school visit learn returning school,0.0,0.759,0.241,0.2263
ID012616,2020-08-31,test positivity 5 good purple restrictive tier,0.0,0.392,0.608,0.7351
ID012617,2020-08-31,sees local jackass 6 people died covid19 direc,0.561,0.439,0.0,-0.7506
ID012618,2020-08-31,mi covid 19 hospital data 8312020 hospitalized 633 199 suspected icu 160 27 su,0.128,0.872,0.0,-0.2263
ID012619,2020-08-31,july toronto people died opioid overdoses covid19 invisible probl,0.31,0.69,0.0,-0.5574
ID012620,2020-08-31,week kids school parties illegal covid19 doesnt attend school likes party,0.324,0.382,0.295,-0.1361
ID012621,2020-08-31,american vagabond fda quietly admits isolated covid19,0.242,0.526,0.232,-0.0258
ID012622,2020-08-31,school training 8 practice kids covid19 classroom safety connecticut children,0.0,0.741,0.259,0.4215
ID012623,2020-08-31,scott atlas trumps advisers covid19 pushing herd immunity bad idea experts,0.259,0.741,0.0,-0.5423
ID012624,2020-08-31,stitch male spaniel staffie pic follow info adopt pdrescue uk covid19 rules place,0.0,0.876,0.124,0.1779
ID012625,2020-08-31,bilbo 3 yr male terrier staffie pic follow info adopt pdrescue uk covid19 rules,0.0,0.876,0.124,0.1779
ID012626,2020-08-31,owner tesla prevent spread covid19 elon mask,0.0,0.845,0.155,0.0258
ID012627,2020-08-31,police officers died covid duty joebiden,0.419,0.581,0.0,-0.5574
ID012628,2020-08-31,1 covid19 cases crossed 80000 cases day 2 gdp dropped 239 highest drop 40yrs 3,0.16,0.84,0.0,-0.2732
ID012629,2020-08-31,,0.0,0.0,0.0,0.0
ID012630,2020-08-31,81 quebec city students isolation covid19 cases confirmed schools,0.252,0.748,0.0,-0.4019
ID012631,2020-08-31,fatima gould director operations educate health trusted onestop online resource patients,0.0,0.763,0.237,0.4767
ID012632,2020-08-31,order cake whatsapp 0847363160 cake details,0.0,1.0,0.0,0.0
ID012633,2020-08-31,deliliah 4 yr female greyhound pic follow info adopt pdrescue uk covid19 rules pla,0.0,0.876,0.124,0.1779
ID012634,2020-08-31,deputy minister emmatheofelus today announced longer broadcast panel discussions,0.0,1.0,0.0,0.0
ID012635,2020-08-31,biotechnology company announces agreement principle supply canada 76m doses potential covid19 vacc,0.0,0.775,0.225,0.4939
ID012636,2020-08-31,covid19 death 102 additional infections,0.494,0.506,0.0,-0.5994
ID012637,2020-08-31,adherence rigid covid19 policies 1 promote herd immunity 2 indiscriminate vaccination programs te,0.115,0.687,0.198,0.2732
ID012638,2020-08-31,called boycott tests cited swedish reports high rates 3700 falsepositive returned test,0.173,0.827,0.0,-0.3182
ID012639,2020-08-31,thezaiduleaks doesnt phattu surgical strike china claims pakistan doesn,0.0,0.854,0.146,0.0951
ID012640,2020-08-31,working amp government changed single obvious rem,0.0,1.0,0.0,0.0
ID012641,2020-08-31,herd immunity trump officials pursuing herd immunity,0.0,1.0,0.0,0.0
ID012642,2020-08-31,usg employees die covid19 statements georgia southern university,0.358,0.642,0.0,-0.5994
ID012643,2020-08-31,wrote key ally covid19 pandemic voice virus spreads large,0.0,1.0,0.0,0.0
ID012644,2020-08-31,hopper cancel reservation covid19 cancellation link locked,0.25,0.75,0.0,-0.25
ID012645,2020-08-31,californias colorcoded reopening plan restaurants,0.0,1.0,0.0,0.0
ID012646,2020-08-31,foreign aid set axed foot uks covid19,0.277,0.723,0.0,-0.3182
ID012647,2020-08-31,berniemayr karllauterbach philosophymttrs shut matter illness covid19 killed,0.541,0.376,0.083,-0.7964
ID012648,2020-08-31,active cases drop 34,0.309,0.294,0.397,0.1531
ID012649,2020-08-31,50 fast food support health fitness sector covid19 crisis time,0.258,0.44,0.302,-0.0772
ID012650,2020-08-31,summer 20 friends rented oregon beach house amp 12 ended covid19 lead workplace outbreak,0.0,0.807,0.193,0.4767
ID012651,2020-08-31,check link usatoday jeez didnt worry hav,0.0,0.714,0.286,0.3412
ID012652,2020-08-31,2 covid19 positives test yesterday city toronto yesterday amazing,0.0,0.455,0.545,0.802
ID012653,2020-08-31,reporters talking cdd release stating 6 covid19 deaths solely caused virus,0.0,1.0,0.0,0.0
ID012654,2020-08-31,outdoor learning offers opportunities counter increased stress screen time reducing risk,0.295,0.422,0.283,-0.0516
ID012655,2020-08-31,highly alarmed trump behaving votes racist spiri,0.572,0.428,0.0,-0.7713
ID012656,2020-08-31,democrat governors doj requests data lead charges huge doj requests,0.169,0.645,0.185,0.0516
ID012657,2020-08-31,covid19 ncce embarks sensitization campaign ayawaso west wuogon,0.0,1.0,0.0,0.0
ID012658,2020-08-31,dwallacewells swedenherd immunity time writing sweden reported 7 times covid19 deaths,0.0,1.0,0.0,0.0
ID012659,2020-08-31,twitter tweet false claim death statistics supporter basele,0.325,0.5,0.175,-0.4215
ID012660,2020-08-31,floridas frontline covid19 workers comp claims denied insurers,0.293,0.707,0.0,-0.4404
ID012661,2020-08-31,jacksonpope zapier app checkout sale 90 curing covid19 1300518200891912193,0.0,1.0,0.0,0.0
ID012662,2020-08-31,shock report week quietly updated covid19 numbers 9210 americans died covid19 rest,0.383,0.617,0.0,-0.7351
ID012663,2020-08-31,guys paid 149515 holiday travel republic allowed cancel covid19,0.171,0.598,0.231,0.1779
ID012664,2020-08-31,osha requires incident investigation workrelated covid19 cases osha requires incident investigation wor,0.0,1.0,0.0,0.0
ID012665,2020-08-31,cdc 6 coronavirus deaths solely covid19,0.0,1.0,0.0,0.0
ID012666,2020-08-31,yesterday pleasure meeting talking members good neighbours york region association als,0.0,0.577,0.423,0.765
ID012667,2020-08-31,hmitchellphoto loss wifes loss 183k americans covid19 real,0.434,0.566,0.0,-0.5574
ID012668,2020-08-31,stay social media advice theamshownz longhaulers handle covid19 trolls pu,0.189,0.811,0.0,-0.2732
ID012669,2020-08-31,twinmomsue jonhartmannjazz gop plan hope lie theyve convinced true,0.0,0.417,0.583,0.8126
ID012670,2020-08-31,officers died covid19 death year,0.714,0.286,0.0,-0.8176
ID012671,2020-08-31,,0.0,0.0,0.0,0.0
ID012672,2020-08-31,capitalism collapsing covid19 pandemic exists dnc amp gop suck plebs work fuck health,0.462,0.538,0.0,-0.8225
ID012673,2020-08-31,flying kenya bother wasting time running nairobi covid19 test lit,0.389,0.611,0.0,-0.6249
ID012674,2020-08-31,thursday september 3rd 630pm cupe ontario host episode interactive webseries,0.0,1.0,0.0,0.0
ID012675,2020-08-31,darrenjbeattie study dovetails realdonaldtrumps statement joebidens proposed lockdowns,0.0,1.0,0.0,0.0
ID012676,2020-08-31,house committee releases 8 secret task force reports revealing 50state white house view,0.0,1.0,0.0,0.0
ID012677,2020-08-31,,0.0,0.0,0.0,0.0
ID012678,2020-08-31,harvardhealth finally underlying health conditions risk factors including current smok,0.189,0.811,0.0,-0.2732
ID012679,2020-08-31,cnn twitter target president trump gateway pundit wont,0.0,1.0,0.0,0.0
ID012680,2020-08-31,today 831 morgantown campus 140 students isolation 15 oncampus 108 offcampus 17,0.197,0.803,0.0,-0.4019
ID012681,2020-08-31,covid19 case evanston 1668,0.0,1.0,0.0,0.0
ID012682,2020-08-31,sga president griffin mills failed live paladin promise policy figur,0.243,0.588,0.169,-0.25
ID012683,2020-08-31,nations initially screwed covid19 response britain italy selfcorrect,0.314,0.686,0.0,-0.4939
ID012684,2020-08-31,grand theft liberal party style paul keating treasurer josh frydenbergs apparent moves aban,0.0,0.581,0.419,0.7351
ID012685,2020-08-31,current corona viruscovid19 pandemic maintaining recovery difficult unable,0.263,0.737,0.0,-0.3612
ID012686,2020-08-31,kamvtv joe biden contract covid19 questions press,0.0,1.0,0.0,0.0
ID012687,2020-08-31,covid19 aerosol transmission estimator webinar explaining recorded month,0.0,1.0,0.0,0.0
ID012688,2020-08-31,claims covid 19 hoax forced work icu ward nearest hospital ful,0.362,0.638,0.0,-0.6249
ID012689,2020-08-31,today armyscotland hands operation mobile covid testing units mtusto scotambservice months,0.0,1.0,0.0,0.0
ID012690,2020-08-31,homes reimagining education pwcau 1 ongoing pd support teachers 2 ag,0.0,0.748,0.252,0.4019
ID012691,2020-08-31,insanity mayor blasio intent killing thousands businesses city,0.574,0.426,0.0,-0.8442
ID012692,2020-08-31,problem shock report week cdc quietly updated covid19 numbers 9,0.431,0.569,0.0,-0.6486
ID012693,2020-08-31,mintel confectionery expert marcia mogelonsky discusses impact covid19 shopping behaviors,0.0,1.0,0.0,0.0
ID012694,2020-08-31,ivankatrump presssec covid19 deadliest hoax history 182986 american deaths coronagate trumps,0.174,0.826,0.0,-0.2732
ID012695,2020-08-31,listen idsainfo infectious diseases specialists fda dont cut corners covid19 vaccine approval,0.0,0.671,0.329,0.6012
ID012696,2020-08-31,politics reminder careful data quality analys,0.0,0.758,0.242,0.1531
ID012697,2020-08-31,chart posting personal analysis rare earths ixr news,0.0,1.0,0.0,0.0
ID012698,2020-08-31,live sd1grid1 officials county los angeles hold covid19 update briefing source pool,0.0,1.0,0.0,0.0
ID012699,2020-08-31,covid19 saiu chat,0.0,1.0,0.0,0.0
ID012700,2020-08-31,risk life save reflect question pertains frontlines war,0.423,0.352,0.225,-0.4215
ID012701,2020-08-31,months pandemic 600000 texans sick 12500 died hear numbers,0.496,0.504,0.0,-0.7845
ID012702,2020-08-31,mahadevangini dispropagandak kryes hindutrad baleperiyava zero0movement esorophenical escaping dri,0.0,0.87,0.13,0.0516
ID012703,2020-08-31,russias health minister announced initial batches sputnik worlds covid19 vaccine suppli,0.0,1.0,0.0,0.0
ID012704,2020-08-31,treywolfe45 jgtodd3 universityofga ended covid 19 gimme prize nobelprize,0.0,0.708,0.292,0.5106
ID012705,2020-08-31,38x watch ftas recovery listening session focused transit agencies support health amp,0.0,0.654,0.346,0.6486
ID012706,2020-08-31,httweets gdp impacted covid19 government issue india grow quarter 2021,0.0,1.0,0.0,0.0
ID012707,2020-08-31,york college suspends dozens students covid19 outbreak,0.0,1.0,0.0,0.0
ID012708,2020-08-31,covid19 virus everyday learn caused panic,0.398,0.602,0.0,-0.5106
ID012709,2020-08-31,saudi arabia reports 910 cases 30 deaths,0.0,1.0,0.0,0.0
ID012710,2020-08-31,0ludicris5 left hates gunsunless fit narrative point moral cowards,0.234,0.565,0.202,-0.1027
ID012711,2020-08-31,man 37 suffers swelling discomfort scrotum testing positive covid19,0.381,0.387,0.232,-0.3182
ID012712,2020-08-31,warned silver bullet protect nymc school,0.241,0.46,0.299,0.128
ID012713,2020-08-31,upi alaboutsports covid19 ranks high list surging cities 500 ui student,0.0,1.0,0.0,0.0
ID012714,2020-08-31,devastating news aquarium instrumental rescue protection ocean creatures hope,0.261,0.364,0.376,0.2263
ID012715,2020-08-31,return plans future piece amp,0.0,1.0,0.0,0.0
ID012716,2020-08-31,kerriekk05king direct governments covid19 longer high consequence infectious disease sin,0.286,0.714,0.0,-0.5574
ID012717,2020-08-31,icymi watch press availability govrondesantis whitehouse task force member swatlashoover,0.0,1.0,0.0,0.0
ID012718,2020-08-31,maddow worker week older couple tragically killed death,0.708,0.292,0.0,-0.9201
ID012719,2020-08-31,t2sarscov2 panel awarded emergency authorization eua usfda robust supply chain,0.177,0.476,0.347,0.3612
ID012720,2020-08-31,governments financial institutions businesses strategic opportunity shape recovery futu,0.0,0.741,0.259,0.4215
ID012721,2020-08-31,revised cdc numbers people died covid19 recorded week,0.34,0.66,0.0,-0.5574
ID012722,2020-08-31,latest flights land toronto covid19infected passengers,0.0,1.0,0.0,0.0
ID012723,2020-08-31,editor cases covid19 2 sisters site rise 110,0.0,1.0,0.0,0.0
ID012724,2020-08-31,update covid19 checklist screening passport parentsguardians screen child covid19 symptoms,0.0,1.0,0.0,0.0
ID012725,2020-08-31,sociopathic traits linked noncompliance mask guidelines covid19 containment measures,0.0,1.0,0.0,0.0
ID012726,2020-08-31,94 americans died covid19 contributing conditions,0.419,0.581,0.0,-0.5574
ID012727,2020-08-31,covid19 dramatically changed industries threatened physical mental financial,0.3,0.7,0.0,-0.4588
ID012728,2020-08-31,president trumps actions prove grasp gravity coronavirus crisis america pass,0.313,0.687,0.0,-0.6249
ID012729,2020-08-31,week traveling reminding latest,0.0,1.0,0.0,0.0
ID012730,2020-08-31,covid19 testing whitehouse advise,0.0,1.0,0.0,0.0
ID012731,2020-08-31,anderson espinda retiring growing criticism covid19 response,0.302,0.521,0.177,-0.296
