id,created_at,original_text,neg,neu,pos,compound,neg,neu,pos,compound
ID023283,2020-04-28,mfms olukoya declares sevenday prayer fasting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023284,2020-04-28,previous crises businesses positions events change industries recover leading gamechan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023285,2020-04-28,politinurse natesilver538 ultimately akin severe seasonal influenza ha,0.236,0.545,0.218,-0.0516,0.236,0.545,0.218,-0.0516
ID023286,2020-04-28,wsjopinion socialmedia companies censoring treatment company developing tru,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023287,2020-04-28,700 people iran died ingesting toxic methanol false rumours helps cure coronaviru,0.222,0.617,0.16,-0.25,0.222,0.617,0.16,-0.25
ID023288,2020-04-28,navy blue angels air force thunderbirds flew york city tribute responders working combat,0.167,0.833,0.0,-0.34,0.167,0.833,0.0,-0.34
ID023289,2020-04-28,yesterday transit commissioner smwgilbert wrote chair hubley requesting transit meeting held,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023290,2020-04-28,tuesdays town bedford update,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023291,2020-04-28,yesterday deployed pilot weare54gene mobile testing laboratory ogun initiative collab,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023292,2020-04-28,sobering statistic article gun sales hugely,0.512,0.488,0.0,-0.4939,0.512,0.488,0.0,-0.4939
ID023293,2020-04-28,morning 2 residents mom dads assisted living recovered,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023294,2020-04-28,justintrudeau calling leadership joining countries holding government china acco,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023295,2020-04-28,coronavirus mike pence visits mayo clinic mask,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023296,2020-04-28,kenoliviermd einsteinmed mknollmd fumikochino astroorg subatomicdoc arroorg breastdocuk cancerphysicist,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023297,2020-04-28,akufo addo erna solberg write coronavirus pandemic sdgs relevant today,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023298,2020-04-28,victory party wornout hot bath,0.0,0.597,0.403,0.4019,0.0,0.597,0.403,0.4019
ID023299,2020-04-28,bringing team maintaining strong crisis,0.394,0.288,0.317,-0.2023,0.394,0.288,0.317,-0.2023
ID023300,2020-04-28,faces mixmargin challenges skews shipping choices,0.0,0.794,0.206,0.0772,0.0,0.794,0.206,0.0772
ID023301,2020-04-28,planning head outdoors week read outdoor recreation guidelines enjoy outdoo,0.0,0.738,0.262,0.4939,0.0,0.738,0.262,0.4939
ID023302,2020-04-28,19 nitda targets creation protection jobs ict sector zuwaira ayitogo,0.0,0.811,0.189,0.2732,0.0,0.811,0.189,0.2732
ID023303,2020-04-28,health officials continue caution prove virus election,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023304,2020-04-28,excellent article headundrr tells changing nature risk vi,0.178,0.508,0.314,0.3818,0.178,0.508,0.314,0.3818
ID023305,2020-04-28,agree platform delivers organizations pivot technologies place,0.0,0.706,0.294,0.3612,0.0,0.706,0.294,0.3612
ID023306,2020-04-28,drug manage hospital withheld community patients irishtimes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023307,2020-04-28,french study smoking smoker resist confirming early chinese findings pollti,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023308,2020-04-28,science lists organs vulnerable brain eyes nose lungs heart blood vessels live,0.147,0.853,0.0,-0.2263,0.147,0.853,0.0,-0.2263
ID023309,2020-04-28,kendra burnett contact people store krogers manager review,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023310,2020-04-28,sample 19 relief distributed great peoples takai sumaila sponsor hon shamsudeen bello dambazau,0.0,0.604,0.396,0.802,0.0,0.604,0.396,0.802
ID023311,2020-04-28,inbetween working royalpapworth ive created love hearts patients palliative nnuh hold whils,0.0,0.617,0.383,0.7351,0.0,0.617,0.383,0.7351
ID023312,2020-04-28,views sunny hostin nails mike pence piss poor response testing,0.372,0.449,0.179,-0.4588,0.372,0.449,0.179,-0.4588
ID023313,2020-04-28,34yearold man facing 27 charges summons public health failing selfisola,0.403,0.597,0.0,-0.6597,0.403,0.597,0.0,-0.6597
ID023314,2020-04-28,episode 50 lives,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023315,2020-04-28,received reply hse constituent receive test result today swabbed 19 days,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023316,2020-04-28,threat worlds wildlife,0.63,0.37,0.0,-0.5267,0.63,0.37,0.0,-0.5267
ID023317,2020-04-28,financialtimes ft reason arunachal pradesh coded color india thes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023318,2020-04-28,people recover chest infection symptoms symptoms nadra ahmed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023319,2020-04-28,deadly day dallas county reports 10 deaths 135 cases tuesday,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023320,2020-04-28,er doctor epicenter pandemic time start opening,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023321,2020-04-28,torontos sickkids hospital declares outbreak,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023322,2020-04-28,good friend maureen celebrated 100 birthday september south dublin nursing tested positi,0.0,0.479,0.521,0.8689,0.0,0.479,0.521,0.8689
ID023323,2020-04-28,thankful involved initiative love article neighbours sa,0.0,0.388,0.612,0.836,0.0,0.388,0.612,0.836
ID023324,2020-04-28,senior lnp member resigned queensland shadow ministry breaching restrictions,0.2,0.8,0.0,-0.25,0.2,0.8,0.0,-0.25
ID023325,2020-04-28,afternoon briefs congress asked lawsuit curbs law school cuts pay staff faculty,0.379,0.621,0.0,-0.5423,0.379,0.621,0.0,-0.5423
ID023326,2020-04-28,sebastian telfairs mother brother dead contracting,0.462,0.538,0.0,-0.6486,0.462,0.538,0.0,-0.6486
ID023327,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023328,2020-04-28,beshear 230 cases bringing total 4375 12 deaths brings death toll,0.281,0.719,0.0,-0.5994,0.281,0.719,0.0,-0.5994
ID023329,2020-04-28,thewillmeister jazzdeeapple emmabrown18 gafollowers bad worded wrong referring cancer,0.647,0.353,0.0,-0.9001,0.647,0.353,0.0,-0.9001
ID023330,2020-04-28,data april 28 2020 indepth data,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023331,2020-04-28,university iowa researchers warn wave infections mitigation efforts lifted,0.149,0.851,0.0,-0.1027,0.149,0.851,0.0,-0.1027
ID023332,2020-04-28,day786reason great oscars movie theatres food drink,0.0,0.594,0.406,0.6249,0.0,0.594,0.406,0.6249
ID023333,2020-04-28,resharing irelands deaths compared countries,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023334,2020-04-28,share guys 2 family members critical condition amp losing battle,0.51,0.34,0.15,-0.6486,0.51,0.34,0.15,-0.6486
ID023335,2020-04-28,thought quack medicine limited trumps america earth murdoch palmers money promote acro,0.131,0.69,0.179,0.1779,0.131,0.69,0.179,0.1779
ID023336,2020-04-28,13 doctors tested positive coronavirus ghana official ghana medical associati,0.0,0.714,0.286,0.5574,0.0,0.714,0.286,0.5574
ID023337,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023338,2020-04-28,steps resources visit google small business website,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023339,2020-04-28,setbacks freedom expression tunisia fights globalvoices,0.248,0.367,0.385,0.3612,0.248,0.367,0.385,0.3612
ID023340,2020-04-28,making room patients impacting wards birthing hospital resource settings,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023341,2020-04-28,contacttracing app rolled 23 weeks,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023342,2020-04-28,close quarantine taste eliminates sense taste,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023343,2020-04-28,yashar 19 poster child movement,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023344,2020-04-28,slow spread picking favorite dish order amp pay online phon,0.113,0.645,0.242,0.3818,0.113,0.645,0.242,0.3818
ID023345,2020-04-28,al gore climate crisis pandemic linked shit brains assholes linked al gore,0.561,0.439,0.0,-0.91,0.561,0.439,0.0,-0.91
ID023346,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023347,2020-04-28,business feeling impact businesses finding opportunities,0.0,0.494,0.506,0.4767,0.0,0.494,0.506,0.4767
ID023348,2020-04-28,places highest daily growth rate cases linked meatpacking plants wit,0.0,0.776,0.224,0.3818,0.0,0.776,0.224,0.3818
ID023349,2020-04-28,wrong someones children school parent belongs,0.383,0.617,0.0,-0.4767,0.383,0.617,0.0,-0.4767
ID023350,2020-04-28,tomorrow join deputy mayor sybil madison chief equity officer candace moore chicago talks candid conversation,0.0,0.864,0.136,0.296,0.0,0.864,0.136,0.296
ID023351,2020-04-28,ny field notes hour york tested 844994 people 432,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023352,2020-04-28,pandemic rolling uniformly hospitals overwhelmed wor,0.0,0.806,0.194,0.0516,0.0,0.806,0.194,0.0516
ID023353,2020-04-28,local chemists stepping additional role caring community advising patients,0.0,0.714,0.286,0.4939,0.0,0.714,0.286,0.4939
ID023354,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023355,2020-04-28,county officials reporting 173 cases 7 percent 2545 tests conducted yesterday deat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023356,2020-04-28,inconvenient truth black people vulnerable health crisis community weaker,0.642,0.227,0.131,-0.8402,0.642,0.227,0.131,-0.8402
ID023357,2020-04-28,post lockdown corporates businesses businesses workplaces risk assessm,0.231,0.769,0.0,-0.2732,0.231,0.769,0.0,-0.2732
ID023358,2020-04-28,blueangels afthunderbirds honoring heroically serving lines citys resp,0.0,0.472,0.528,0.7717,0.0,0.472,0.528,0.7717
ID023359,2020-04-28,haatzmaut dawns video honoring health workers tops 2 views isr,0.0,0.515,0.485,0.765,0.0,0.515,0.485,0.765
ID023360,2020-04-28,google parent company alphabets earnings remain strong 41 billion revenue q1 2020,0.0,0.769,0.231,0.5106,0.0,0.769,0.231,0.5106
ID023361,2020-04-28,science settled experts condemn california doctors sharing misleading test conclusions,0.351,0.464,0.185,-0.3612,0.351,0.464,0.185,-0.3612
ID023362,2020-04-28,health minister adrian dix provincial health officer dr bonnie henry provide update media bc,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023363,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023364,2020-04-28,todays update 332090 total raised thegocampaign emergency relief fund rob fans,0.358,0.462,0.179,-0.4767,0.358,0.462,0.179,-0.4767
ID023365,2020-04-28,preliminary data 1039 patients italy treating hydroxychloroquine early working,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023366,2020-04-28,iowa closed leads growing cases,0.0,0.702,0.298,0.1779,0.0,0.702,0.298,0.1779
ID023367,2020-04-28,drive relief package gaining momentum federal reserve announced,0.0,0.504,0.496,0.7096,0.0,0.504,0.496,0.7096
ID023368,2020-04-28,chaotic time kindness long publishing company livwriteplay catered warm,0.227,0.426,0.348,0.1779,0.227,0.426,0.348,0.1779
ID023369,2020-04-28,maanabudhabi hope chance helped group work pay situation 1,0.124,0.442,0.434,0.5423,0.124,0.442,0.434,0.5423
ID023370,2020-04-28,believed hackers sensitive conspiracy theories origin,0.405,0.595,0.0,-0.5267,0.405,0.595,0.0,-0.5267
ID023371,2020-04-28,residents spoke crushed fort mcmurrays downtown flooded spoke evacuated couple sai,0.219,0.781,0.0,-0.4215,0.219,0.781,0.0,-0.4215
ID023372,2020-04-28,govlarryhogan directs maryland department health release nursing data cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023373,2020-04-28,editorial successful treatment strategy turkey outbreak,0.0,0.568,0.432,0.5859,0.0,0.568,0.432,0.5859
ID023374,2020-04-28,la county public health director dr barbara ferrer hopes relax coronavirus restrictions midmay,0.0,0.659,0.341,0.6908,0.0,0.659,0.341,0.6908
ID023375,2020-04-28,war militaryonly solution north koreas nuclear progra,0.348,0.446,0.205,-0.3818,0.348,0.446,0.205,-0.3818
ID023376,2020-04-28,hey students job check onestop shop agriculture agrifood jobs play essential role mai,0.0,0.833,0.167,0.34,0.0,0.833,0.167,0.34
ID023377,2020-04-28,woman hate horrible creature ash sarkars resentful boris johnson rebuke slapped sk,0.534,0.466,0.0,-0.8834,0.534,0.466,0.0,-0.8834
ID023378,2020-04-28,msletterkenny lallycarey guidofawkes coronavirus personal protective equipment ppe plan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023379,2020-04-28,forget hopeful news pgreenbe,0.264,0.278,0.458,0.34,0.264,0.278,0.458,0.34
ID023380,2020-04-28,supervisors denounce mayors refusal comply law requiring city secure 8000 hotel rooms,0.162,0.676,0.162,0.0,0.162,0.676,0.162,0.0
ID023381,2020-04-28,realdonaldtrump admire president resilient face unprecedented opposition,0.0,0.659,0.341,0.4767,0.0,0.659,0.341,0.4767
ID023382,2020-04-28,highest percent change confirmed cases 5 days april 27 2020 1 nebraska 8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023383,2020-04-28,netflix picked social distance anthology series orange black production team,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023384,2020-04-28,guess science google resort fascism dr daniel ericksons vira,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023385,2020-04-28,bjpdrmahendra dear sir selected candidates irrigation dept crucial ti,0.0,0.755,0.245,0.3818,0.0,0.755,0.245,0.3818
ID023386,2020-04-28,names union brothers sisters lost individuals,0.315,0.685,0.0,-0.3182,0.315,0.685,0.0,-0.3182
ID023387,2020-04-28,usns comfort hospital ship docked york city depart thursday military,0.0,0.783,0.217,0.3612,0.0,0.783,0.217,0.3612
ID023388,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023389,2020-04-28,day tennessee reported highest singleday jump newly confirmed cases coronavirus,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023390,2020-04-28,acosta tested day tested everyday guarantee dont,0.0,0.75,0.25,0.25,0.0,0.75,0.25,0.25
ID023391,2020-04-28,beloved ghana 13 doctors tested positive coronavirus ghana official,0.0,0.504,0.496,0.7845,0.0,0.504,0.496,0.7845
ID023392,2020-04-28,breaking california rodeo salinas announced postponing years event october details,0.143,0.857,0.0,-0.128,0.143,0.857,0.0,-0.128
ID023393,2020-04-28,total number san bernardino county patients tested 18579 98 tested positive coronavi,0.0,0.671,0.329,0.5994,0.0,0.671,0.329,0.5994
ID023394,2020-04-28,antibody test 19 debate testing accuracy bloomberg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023395,2020-04-28,mayor ralph orders construction permit extension city kent,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023396,2020-04-28,health minister adrian dix provincial health officer dr bonnie henry provide update media covid1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023397,2020-04-28,animals vulnerable ohs community,0.388,0.612,0.0,-0.2263,0.388,0.612,0.0,-0.2263
ID023398,2020-04-28,cases bring county 16 total cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023399,2020-04-28,good news lethality flu stanford study,0.274,0.421,0.305,0.0772,0.274,0.421,0.305,0.0772
ID023400,2020-04-28,question city response form review,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023401,2020-04-28,credit markets post,0.0,0.435,0.565,0.3818,0.0,0.435,0.565,0.3818
ID023402,2020-04-28,oxford university vaccine prevents monkeys contracting exposed heavy quantities viru,0.123,0.755,0.123,0.0,0.123,0.755,0.123,0.0
ID023403,2020-04-28,scientists mull injecting adults speed vaccine,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023404,2020-04-28,rudest behaviour witnessed posh privileged people upmarket butchers shop,0.261,0.522,0.216,-0.1531,0.261,0.522,0.216,-0.1531
ID023405,2020-04-28,realdonaldtrump men georgia drank disinfectants efforts prevent officials likel,0.0,0.879,0.121,0.0258,0.0,0.879,0.121,0.0258
ID023406,2020-04-28,constitution suspended times crisis ag barr,0.643,0.357,0.0,-0.802,0.643,0.357,0.0,-0.802
ID023407,2020-04-28,oped secazar hhs trump administration putting boots ground combat read,0.211,0.789,0.0,-0.34,0.211,0.789,0.0,-0.34
ID023408,2020-04-28,8 yr niece turns 9 19 amp social distancing friends party big hermione granger,0.0,0.633,0.367,0.7003,0.0,0.633,0.367,0.7003
ID023409,2020-04-28,wildfiretoday legit concern wildfire response voluntary amp approval supervisor folks don,0.0,0.763,0.237,0.4767,0.0,0.763,0.237,0.4767
ID023410,2020-04-28,country reduce cases 1000 day 90000 cases aug 1 add 60000,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023411,2020-04-28,roundup extensive testing carried brucelea haven,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023412,2020-04-28,nigerias president eases restrictions citing economic hardship npr,0.217,0.566,0.217,0.0,0.217,0.566,0.217,0.0
ID023413,2020-04-28,daily update baldwinema alpublichealth,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023414,2020-04-28,children infected treated rare inflammatory syndrome appears simil,0.314,0.686,0.0,-0.4939,0.314,0.686,0.0,-0.4939
ID023415,2020-04-28,gov cuomo raised questions today press wasnt talking systemic failure,0.0,0.769,0.231,0.4023,0.0,0.769,0.231,0.4023
ID023416,2020-04-28,dont forget hosting webinar tomorrow 3pm partnership mpnvoice tune,0.0,0.828,0.172,0.1695,0.0,0.828,0.172,0.1695
ID023417,2020-04-28,10 rules reopen kentucky 230 cases today,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023418,2020-04-28,2tyson amp packing plants process closing workers sick 19,0.292,0.708,0.0,-0.5106,0.292,0.708,0.0,-0.5106
ID023419,2020-04-28,salfordmayor tired politicians bickering money work beat,0.326,0.674,0.0,-0.4404,0.326,0.674,0.0,-0.4404
ID023420,2020-04-28,tysonfoods plant closures lead temporary meat shortages break downdespite,0.167,0.833,0.0,-0.1531,0.167,0.833,0.0,-0.1531
ID023421,2020-04-28,city baldwin park 77 cases additional case monday additional cases,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023422,2020-04-28,update west oaks mall lee vista amp 417 branch offices resume serving customers person tomorrow,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023423,2020-04-28,14 virtually dispute fact safe close americans nearuniv,0.233,0.517,0.25,0.0516,0.233,0.517,0.25,0.0516
ID023424,2020-04-28,oneinanarmy russian armys amazing contribution charity foundation donating money volunteering bloo,0.0,0.577,0.423,0.765,0.0,0.577,0.423,0.765
ID023425,2020-04-28,nigeria requested emergency financing loan repaid imf,0.302,0.698,0.0,-0.3818,0.302,0.698,0.0,-0.3818
ID023426,2020-04-28,scooter4242 wkyc govmikedewine perfect governor dewines misstep fighting big,0.189,0.53,0.28,0.296,0.189,0.53,0.28,0.296
ID023427,2020-04-28,czar set terrible thousands americans die unnecessarily,0.583,0.417,0.0,-0.7906,0.583,0.417,0.0,-0.7906
ID023428,2020-04-28,ignorant arrogant mfer wearing mask hope spreads trumps punk ass,0.497,0.339,0.164,-0.7096,0.497,0.339,0.164,-0.7096
ID023429,2020-04-28,people political hoax favor inj,0.269,0.385,0.346,0.1531,0.269,0.385,0.346,0.1531
ID023430,2020-04-28,themarketswork 3 classic goal hack apparatchik tinpot dictator life xi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023431,2020-04-28,10 unsung heros pandemic,0.0,0.566,0.434,0.3182,0.0,0.566,0.434,0.3182
ID023432,2020-04-28,kseppi johndra22845445 govmikedewine idea herd immunity myth journalists,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023433,2020-04-28,jrosenbaum briligerent lawsuit addition clarifying fear contracting spreading constit,0.421,0.579,0.0,-0.6249,0.421,0.579,0.0,-0.6249
ID023434,2020-04-28,god miserable wet soggy day forced amp,0.504,0.325,0.171,-0.6249,0.504,0.325,0.171,-0.6249
ID023435,2020-04-28,watch trump promises 5 tests day chucktodd white house,0.0,0.729,0.271,0.3818,0.0,0.729,0.271,0.3818
ID023436,2020-04-28,north carolina family dog tests positive,0.0,0.581,0.419,0.5574,0.0,0.581,0.419,0.5574
ID023437,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023438,2020-04-28,yall respiratory virus attacks lungs doctors virus attacking,0.496,0.504,0.0,-0.7096,0.496,0.504,0.0,-0.7096
ID023439,2020-04-28,sick disabled people fought hard benefit cuts kill people kille,0.665,0.191,0.144,-0.872,0.665,0.191,0.144,-0.872
ID023440,2020-04-28,project effects people spend minutes thi,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023441,2020-04-28,swabtest performed irmaraste evirahealth,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023442,2020-04-28,southeastern start reopen georgia projected number daily deaths,0.0,0.843,0.157,0.0772,0.0,0.843,0.157,0.0772
ID023443,2020-04-28,obligation ensure stand lose chance survival,0.262,0.291,0.447,0.2263,0.262,0.291,0.447,0.2263
ID023444,2020-04-28,9 fake media gleefully reports deaths ignoring high recovery numbers 106yearold woman,0.392,0.608,0.0,-0.7003,0.392,0.608,0.0,-0.7003
ID023445,2020-04-28,fuck china sleepy joebiden usa infected,0.626,0.374,0.0,-0.7717,0.626,0.374,0.0,-0.7717
ID023446,2020-04-28,johncardillo york nurse echoes respiratory therapist georgia yesterday,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023447,2020-04-28,runner comparison time buttigieg suspends campaign weird hair cut sanders suspends campain,0.275,0.725,0.0,-0.4215,0.275,0.725,0.0,-0.4215
ID023448,2020-04-28,realdonaldtrump honoring frontline workers flying cities trump magat,0.0,0.68,0.32,0.5106,0.0,0.68,0.32,0.5106
ID023449,2020-04-28,mood seafood weeks weekly update features ocean odyssey inland businesse,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023450,2020-04-28,cubas peoplebeforeprofit approach pays capitalism proves bitter pill rt oped,0.237,0.763,0.0,-0.4215,0.237,0.763,0.0,-0.4215
ID023451,2020-04-28,original tweet thread refer positive clarify meant positive,0.0,0.345,0.655,0.8591,0.0,0.345,0.655,0.8591
ID023452,2020-04-28,mental health website aims,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023453,2020-04-28,cfl football impact lionscfl enormous people required pla,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023454,2020-04-28,sebastian telfairs mother brother die contracting aol,0.394,0.606,0.0,-0.5994,0.394,0.606,0.0,-0.5994
ID023455,2020-04-28,aggressive testing key reopening strategy remember doubt test assessment site,0.339,0.661,0.0,-0.4767,0.339,0.661,0.0,-0.4767
ID023456,2020-04-28,society medical doctors prevent deaths malawi,0.0,0.82,0.18,0.0258,0.0,0.82,0.18,0.0258
ID023457,2020-04-28,disgusting tyranny tech giants suspend publicly traded biotech company created treatment htt,0.341,0.539,0.12,-0.5719,0.341,0.539,0.12,-0.5719
ID023458,2020-04-28,horror movie nurse working coronavirus frontline york claims city mur,0.291,0.709,0.0,-0.5719,0.291,0.709,0.0,-0.5719
ID023459,2020-04-28,locusts landslides nairobi flies floods coming divine intervention,0.0,0.66,0.34,0.5574,0.0,0.66,0.34,0.5574
ID023460,2020-04-28,people uk 19 vaccine mandatory 27th april nec nightingale hospital lond,0.0,0.885,0.115,0.0772,0.0,0.885,0.115,0.0772
ID023461,2020-04-28,niagregpolice fines ron kore fonthill sobeys jail time,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023462,2020-04-28,senatorbenayade sir true kano arrived calabar bogobiri precisely symptoms,0.0,0.741,0.259,0.4215,0.0,0.741,0.259,0.4215
ID023463,2020-04-28,danrather thinks weak lowbrow explan,0.659,0.341,0.0,-0.7003,0.659,0.341,0.0,-0.7003
ID023464,2020-04-28,yorkers staying spread perfect opportunity complete,0.0,0.381,0.619,0.7579,0.0,0.381,0.619,0.7579
ID023465,2020-04-28,great piece contact tracing tough questions digital contacttracing app,0.119,0.556,0.325,0.5574,0.119,0.556,0.325,0.5574
ID023466,2020-04-28,alert level 3 seniors extend bubble carefully guidance alert level 3 mea,0.0,0.441,0.559,0.6808,0.0,0.441,0.559,0.6808
ID023467,2020-04-28,floradoragirl number death heart disease previous number,0.371,0.381,0.248,-0.5106,0.371,0.381,0.248,-0.5106
ID023468,2020-04-28,department education decision status schools licensed daycares,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023469,2020-04-28,alberta recorded deaths bringing total 80 premier jason kenney,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023470,2020-04-28,pduncanio tinadaheley lot earlier thought,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023471,2020-04-28,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID023472,2020-04-28,arizona frontline 19,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023473,2020-04-28,4 dc inmates test positive dc department corrections,0.0,0.625,0.375,0.5574,0.0,0.625,0.375,0.5574
ID023474,2020-04-28,real estate market experts michael fratantoni phd chief economist mbamortgage rickshar,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023475,2020-04-28,macleans weve elderly vulnerable sudde,0.322,0.678,0.0,-0.2263,0.322,0.678,0.0,-0.2263
ID023476,2020-04-28,china study suggests outdoor transmission rare,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023477,2020-04-28,5 ways support outdoor recreation industry,0.0,0.597,0.403,0.4019,0.0,0.597,0.403,0.4019
ID023478,2020-04-28,personally beaches care catching cut,0.253,0.361,0.386,0.2732,0.253,0.361,0.386,0.2732
ID023479,2020-04-28,fight massgovernor baker extended limit gatherings closure,0.302,0.698,0.0,-0.3818,0.302,0.698,0.0,-0.3818
ID023480,2020-04-28,board international monetary fund imf approved sum 34 billion support nigerias fi,0.0,0.645,0.355,0.6705,0.0,0.645,0.355,0.6705
ID023481,2020-04-28,good president moon enjoys excellent bilateral relations ha,0.0,0.245,0.755,0.9062,0.0,0.245,0.755,0.9062
ID023482,2020-04-28,tysonfoods tyson yesthe food supply chain broken long tyson prioritizing profit,0.207,0.6,0.193,-0.0516,0.207,0.6,0.193,-0.0516
ID023483,2020-04-28,ncceh publication upcoming webinar precautions multiunit residential buil,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023484,2020-04-28,cases costco fremont ne,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023485,2020-04-28,judiciary prepares gradual reopening tells courts heed local officials,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023486,2020-04-28,regime owes survival military financial assistance admission iranianbacked,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ID023487,2020-04-28,americans confirmed dead vietnam war,0.732,0.268,0.0,-0.8481,0.732,0.268,0.0,-0.8481
ID023488,2020-04-28,decisive early action critical didnt shut flights amp enforce quarantine rules,0.174,0.682,0.144,-0.1027,0.174,0.682,0.144,-0.1027
ID023489,2020-04-28,kiramai silvers actor dekaranger fan goat filmed scenes bc word,0.0,0.796,0.204,0.3182,0.0,0.796,0.204,0.3182
ID023490,2020-04-28,today day honors killed injured work year day,0.465,0.323,0.213,-0.5994,0.465,0.323,0.213,-0.5994
